Home,Away,Winner,Loser,WinProb
Denver Nuggets,Charlotte Hornets,Denver Nuggets,Charlotte Hornets,0.7354231724034662
Cleveland Cavaliers,Boston Celtics,Boston Celtics,Cleveland Cavaliers,0.97930234842964
Memphis Grizzlies,Miami Heat,Miami Heat,Memphis Grizzlies,0.9399711630218901
Washington Wizards,Sacramento Kings,Sacramento Kings,Washington Wizards,0.9946332308140445
Philadelphia 76ers,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers,0.9830783274263603
Indiana Pacers,Brooklyn Nets,Brooklyn Nets,Indiana Pacers,0.8090335769664568
Detroit Pistons,Toronto Raptors,Detroit Pistons,Toronto Raptors,0.7062018865350637
Chicago Bulls,San Antonio Spurs,Chicago Bulls,San Antonio Spurs,0.6470700618342253
Washington Wizards,Utah Jazz,Utah Jazz,Washington Wizards,0.8379469053466231
Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,0.6325114499502736
New York Knicks,Orlando Magic,New York Knicks,Orlando Magic,0.9938149476904593
Phoenix Suns,Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,0.9437619483395887
Portland Trail Blazers,New Orleans Pelicans,New Orleans Pelicans,Portland Trail Blazers,0.9747759357905482
Los Angeles Lakers,Charlotte Hornets,Los Angeles Lakers,Charlotte Hornets,0.5326861386774832
Portland Trail Blazers,Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,0.9372736259282533
Denver Nuggets,Chicago Bulls,Denver Nuggets,Chicago Bulls,0.6686935453441122
Toronto Raptors,Utah Jazz,Toronto Raptors,Utah Jazz,0.8892393464219408
Orlando Magic,Brooklyn Nets,Brooklyn Nets,Orlando Magic,0.9791424174284337
Phoenix Suns,Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,0.9399517160748071
Memphis Grizzlies,Golden State Warriors,Golden State Warriors,Memphis Grizzlies,0.9363133443263564
Houston Rockets,Detroit Pistons,Detroit Pistons,Houston Rockets,0.8518064765390143
Cleveland Cavaliers,San Antonio Spurs,San Antonio Spurs,Cleveland Cavaliers,0.9533922157630849
Boston Celtics,Sacramento Kings,Sacramento Kings,Boston Celtics,0.9343133748937551
Miami Heat,Indiana Pacers,Indiana Pacers,Miami Heat,0.7676795234604183
Los Angeles Lakers,Atlanta Hawks,Atlanta Hawks,Los Angeles Lakers,0.6188323621195042
Memphis Grizzlies,Golden State Warriors,Golden State Warriors,Memphis Grizzlies,0.928073996041592
Philadelphia 76ers,Sacramento Kings,Sacramento Kings,Philadelphia 76ers,0.9077480848910336
Milwaukee Bucks,San Antonio Spurs,San Antonio Spurs,Milwaukee Bucks,0.7897577892781413
Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,Charlotte Hornets,0.9631666442349244
Portland Trail Blazers,Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,0.9250336666900141
Phoenix Suns,Los Angeles Lakers,Los Angeles Lakers,Phoenix Suns,0.7222416547569909
New York Knicks,Philadelphia 76ers,Philadelphia 76ers,New York Knicks,0.6580558308870832
Detroit Pistons,Chicago Bulls,Chicago Bulls,Detroit Pistons,0.5552625783380373
Cleveland Cavaliers,Toronto Raptors,Toronto Raptors,Cleveland Cavaliers,0.9077100736108739
Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,Houston Rockets,0.9391376990607776
Boston Celtics,Orlando Magic,Boston Celtics,Orlando Magic,0.9340127154523211
Denver Nuggets,New Orleans Pelicans,New Orleans Pelicans,Denver Nuggets,0.990742094252049
Miami Heat,Indiana Pacers,Indiana Pacers,Miami Heat,0.7452530529272419
Brooklyn Nets,Washington Wizards,Washington Wizards,Brooklyn Nets,0.7961309636159422
Memphis Grizzlies,Boston Celtics,Boston Celtics,Memphis Grizzlies,0.9646113472698659
Los Angeles Clippers,Atlanta Hawks,Los Angeles Clippers,Atlanta Hawks,0.9604885292998622
Milwaukee Bucks,Indiana Pacers,Indiana Pacers,Milwaukee Bucks,0.9308738241440293
Houston Rockets,Toronto Raptors,Toronto Raptors,Houston Rockets,0.7740183882716507
San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,Charlotte Hornets,0.6693617890773076
Chicago Bulls,Utah Jazz,Chicago Bulls,Utah Jazz,0.5887104838101278
Minnesota Timberwolves,Oklahoma City Thunder,Oklahoma City Thunder,Minnesota Timberwolves,0.8115910812499922
Cleveland Cavaliers,Sacramento Kings,Sacramento Kings,Cleveland Cavaliers,0.9977612786636177
Orlando Magic,Denver Nuggets,Denver Nuggets,Orlando Magic,0.9464394679099418
New Orleans Pelicans,Los Angeles Lakers,Los Angeles Lakers,New Orleans Pelicans,0.9997323241066649
New York Knicks,Washington Wizards,New York Knicks,Washington Wizards,0.6419925704972639
Miami Heat,Phoenix Suns,Phoenix Suns,Miami Heat,0.5415571737220277
Golden State Warriors,Philadelphia 76ers,Philadelphia 76ers,Golden State Warriors,0.8874661208124566
Portland Trail Blazers,Brooklyn Nets,Brooklyn Nets,Portland Trail Blazers,0.534480639420075
Utah Jazz,Brooklyn Nets,Utah Jazz,Brooklyn Nets,0.7632715763020836
Sacramento Kings,Atlanta Hawks,Atlanta Hawks,Sacramento Kings,0.9529102379556323
San Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,0.9241484590579326
Orlando Magic,Phoenix Suns,Phoenix Suns,Orlando Magic,0.7798385808135772
Oklahoma City Thunder,Memphis Grizzlies,Memphis Grizzlies,Oklahoma City Thunder,0.9993055005006964
Minnesota Timberwolves,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,0.8617862689511502
Houston Rockets,Charlotte Hornets,Charlotte Hornets,Houston Rockets,0.9574325289687264
Toronto Raptors,Denver Nuggets,Toronto Raptors,Denver Nuggets,0.6981443128828414
Milwaukee Bucks,Boston Celtics,Boston Celtics,Milwaukee Bucks,0.9387869682378834
Indiana Pacers,Detroit Pistons,Indiana Pacers,Detroit Pistons,0.8624690949172752
Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Chicago Bulls,0.7710823485989076
Sacramento Kings,Golden State Warriors,Golden State Warriors,Sacramento Kings,0.945019951982597
Miami Heat,Portland Trail Blazers,Miami Heat,Portland Trail Blazers,0.775691268047879
New York Knicks,Washington Wizards,New York Knicks,Washington Wizards,0.6073344150992411
San Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,0.9103072757939215
Los Angeles Lakers,Philadelphia 76ers,Philadelphia 76ers,Los Angeles Lakers,0.9434945599242958
Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,0.5444314346133319
Golden State Warriors,Atlanta Hawks,Golden State Warriors,Atlanta Hawks,0.7437631252552449
Orlando Magic,Portland Trail Blazers,Portland Trail Blazers,Orlando Magic,0.5561014032420735
Los Angeles Lakers,Cleveland Cavaliers,Cleveland Cavaliers,Los Angeles Lakers,0.7871051503988531
New Orleans Pelicans,Denver Nuggets,Denver Nuggets,New Orleans Pelicans,0.9981691180915866
Dallas Mavericks,Indiana Pacers,Dallas Mavericks,Indiana Pacers,0.6344097518032641
Charlotte Hornets,Miami Heat,Miami Heat,Charlotte Hornets,0.7862460526559398
Toronto Raptors,Phoenix Suns,Toronto Raptors,Phoenix Suns,0.9358192771261528
Milwaukee Bucks,Boston Celtics,Boston Celtics,Milwaukee Bucks,0.93250539375252
Detroit Pistons,Brooklyn Nets,Brooklyn Nets,Detroit Pistons,0.949777866189387
Minnesota Timberwolves,Houston Rockets,Houston Rockets,Minnesota Timberwolves,0.9673972671122981
Milwaukee Bucks,New York Knicks,Milwaukee Bucks,New York Knicks,0.583198177627598
Minnesota Timberwolves,Houston Rockets,Houston Rockets,Minnesota Timberwolves,0.9608849434674357
Washington Wizards,Detroit Pistons,Detroit Pistons,Washington Wizards,0.8738394543485916
San Antonio Spurs,Chicago Bulls,San Antonio Spurs,Chicago Bulls,0.7932788552416442
New Orleans Pelicans,Dallas Mavericks,Dallas Mavericks,New Orleans Pelicans,0.9870920810822534
Oklahoma City Thunder,Boston Celtics,Boston Celtics,Oklahoma City Thunder,0.9770611881096466
Utah Jazz,Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,0.5206119745515808
Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,Philadelphia 76ers,0.6195556288587567
Sacramento Kings,Cleveland Cavaliers,Cleveland Cavaliers,Sacramento Kings,0.977203730428408
Los Angeles Lakers,Orlando Magic,Los Angeles Lakers,Orlando Magic,0.8474462397925491
Denver Nuggets,Atlanta Hawks,Denver Nuggets,Atlanta Hawks,0.5289359463275402
Charlotte Hornets,Phoenix Suns,Phoenix Suns,Charlotte Hornets,0.6624269821115052
Toronto Raptors,Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,0.9827658892984831
Los Angeles Clippers,Milwaukee Bucks,Milwaukee Bucks,Los Angeles Clippers,0.8574283888925959
Golden State Warriors,Chicago Bulls,Golden State Warriors,Chicago Bulls,0.738513372434852
Utah Jazz,Cleveland Cavaliers,Utah Jazz,Cleveland Cavaliers,0.9701847639370156
San Antonio Spurs,Sacramento Kings,Sacramento Kings,San Antonio Spurs,0.8696868487582483
Houston Rockets,Memphis Grizzlies,Memphis Grizzlies,Houston Rockets,0.998288982819566
Oklahoma City Thunder,Dallas Mavericks,Dallas Mavericks,Oklahoma City Thunder,0.952907952664227
New York Knicks,Miami Heat,New York Knicks,Miami Heat,0.9024172342551269
Brooklyn Nets,Minnesota Timberwolves,Minnesota Timberwolves,Brooklyn Nets,0.6978066648266477
Boston Celtics,New Orleans Pelicans,New Orleans Pelicans,Boston Celtics,0.9919848364654279
Washington Wizards,Indiana Pacers,Indiana Pacers,Washington Wizards,0.9409756260673393
Detroit Pistons,Toronto Raptors,Detroit Pistons,Toronto Raptors,0.9219549071979235
Phoenix Suns,Atlanta Hawks,Phoenix Suns,Atlanta Hawks,0.8984388573212063
Washington Wizards,Charlotte Hornets,Charlotte Hornets,Washington Wizards,0.9445249724106692
Denver Nuggets,Philadelphia 76ers,Philadelphia 76ers,Denver Nuggets,0.9121812659809558
Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,Orlando Magic,0.9934530249717362
Phoenix Suns,Chicago Bulls,Phoenix Suns,Chicago Bulls,0.9106217030040571
Oklahoma City Thunder,Toronto Raptors,Toronto Raptors,Oklahoma City Thunder,0.8088832846993235
Los Angeles Lakers,Milwaukee Bucks,Milwaukee Bucks,Los Angeles Lakers,0.9929311585106978
San Antonio Spurs,Sacramento Kings,Sacramento Kings,San Antonio Spurs,0.8508890327515433
Minnesota Timberwolves,New York Knicks,Minnesota Timberwolves,New York Knicks,0.6710887819502774
Boston Celtics,Dallas Mavericks,Boston Celtics,Dallas Mavericks,0.7879787014196444
Brooklyn Nets,Houston Rockets,Houston Rockets,Brooklyn Nets,0.6070307360458119
Indiana Pacers,Miami Heat,Indiana Pacers,Miami Heat,0.6204309205928762
Detroit Pistons,Portland Trail Blazers,Detroit Pistons,Portland Trail Blazers,0.8008353831292434
Memphis Grizzlies,Utah Jazz,Utah Jazz,Memphis Grizzlies,0.865203714556307
Cleveland Cavaliers,Philadelphia 76ers,Philadelphia 76ers,Cleveland Cavaliers,0.9968523859804341
Detroit Pistons,Washington Wizards,Washington Wizards,Detroit Pistons,0.9599067538570092
Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,0.5477565400540908
Miami Heat,Golden State Warriors,Miami Heat,Golden State Warriors,0.581887550494235
New Orleans Pelicans,Orlando Magic,Orlando Magic,New Orleans Pelicans,0.9426618884197748
San Antonio Spurs,Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,0.6064050907509372
Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,Denver Nuggets,0.8183768858965754
Sacramento Kings,Los Angeles Lakers,Los Angeles Lakers,Sacramento Kings,0.9993645268339043
Portland Trail Blazers,Milwaukee Bucks,Milwaukee Bucks,Portland Trail Blazers,0.9095252313781661
Phoenix Suns,Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,0.9407508845509127
Utah Jazz,Chicago Bulls,Utah Jazz,Chicago Bulls,0.9698788810715834
New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,New Orleans Pelicans,0.9973523976366193
Memphis Grizzlies,Minnesota Timberwolves,Minnesota Timberwolves,Memphis Grizzlies,0.9726185441061561
Indiana Pacers,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,0.734315570470014
New York Knicks,Dallas Mavericks,New York Knicks,Dallas Mavericks,0.9593337096130113
Boston Celtics,Houston Rockets,Boston Celtics,Houston Rockets,0.5249765965581916
Toronto Raptors,Golden State Warriors,Toronto Raptors,Golden State Warriors,0.9512638856633743
Washington Wizards,Dallas Mavericks,Dallas Mavericks,Washington Wizards,0.8999088410656577
Detroit Pistons,New York Knicks,Detroit Pistons,New York Knicks,0.9366200886782343
Miami Heat,Cleveland Cavaliers,Cleveland Cavaliers,Miami Heat,0.7609913915287255
Philadelphia 76ers,Minnesota Timberwolves,Philadelphia 76ers,Minnesota Timberwolves,0.553244667214161
San Antonio Spurs,Indiana Pacers,San Antonio Spurs,Indiana Pacers,0.7825761293084815
Utah Jazz,Orlando Magic,Utah Jazz,Orlando Magic,0.9985984724224539
Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,0.84031063043792
Sacramento Kings,Milwaukee Bucks,Milwaukee Bucks,Sacramento Kings,0.9991131493556205
Houston Rockets,New Orleans Pelicans,New Orleans Pelicans,Houston Rockets,0.9997512443828153
Atlanta Hawks,Golden State Warriors,Atlanta Hawks,Golden State Warriors,0.7069329524451413
Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,Philadelphia 76ers,0.9594711618219565
Denver Nuggets,Orlando Magic,Denver Nuggets,Orlando Magic,0.9252462854166511
Los Angeles Clippers,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Clippers,0.7279591319961085
Chicago Bulls,Brooklyn Nets,Brooklyn Nets,Chicago Bulls,0.9684566913776074
Boston Celtics,Charlotte Hornets,Boston Celtics,Charlotte Hornets,0.5633125279397964
Brooklyn Nets,New York Knicks,Brooklyn Nets,New York Knicks,0.952511812166023
Dallas Mavericks,Utah Jazz,Dallas Mavericks,Utah Jazz,0.8809726370690404
Minnesota Timberwolves,Sacramento Kings,Sacramento Kings,Minnesota Timberwolves,0.9937982950550706
Oklahoma City Thunder,Detroit Pistons,Detroit Pistons,Oklahoma City Thunder,0.9473277533014183
San Antonio Spurs,Cleveland Cavaliers,San Antonio Spurs,Cleveland Cavaliers,0.7410600855128598
Toronto Raptors,Washington Wizards,Washington Wizards,Toronto Raptors,0.6447232044843876
Houston Rockets,Phoenix Suns,Phoenix Suns,Houston Rockets,0.8826301604680908
Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,0.9854875971625491
Golden State Warriors,Milwaukee Bucks,Milwaukee Bucks,Golden State Warriors,0.9428230729697173
Denver Nuggets,Detroit Pistons,Denver Nuggets,Detroit Pistons,0.8092210688835921
Miami Heat,Memphis Grizzlies,Memphis Grizzlies,Miami Heat,0.9845512629458799
Indiana Pacers,Chicago Bulls,Indiana Pacers,Chicago Bulls,0.5569454411613083
Boston Celtics,Philadelphia 76ers,Philadelphia 76ers,Boston Celtics,0.8754684174098436
Atlanta Hawks,New Orleans Pelicans,New Orleans Pelicans,Atlanta Hawks,0.9925268667339637
Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,Toronto Raptors,0.8369730489672341
Oklahoma City Thunder,Charlotte Hornets,Charlotte Hornets,Oklahoma City Thunder,0.9903972782743206
Phoenix Suns,Utah Jazz,Phoenix Suns,Utah Jazz,0.9790846590412925
Denver Nuggets,San Antonio Spurs,Denver Nuggets,San Antonio Spurs,0.9382897140321466
Houston Rockets,Dallas Mavericks,Dallas Mavericks,Houston Rockets,0.8753253917684284
Indiana Pacers,Minnesota Timberwolves,Indiana Pacers,Minnesota Timberwolves,0.5823447245357786
Brooklyn Nets,New Orleans Pelicans,New Orleans Pelicans,Brooklyn Nets,0.9901919107605374
Boston Celtics,New York Knicks,Boston Celtics,New York Knicks,0.9467086951602653
Orlando Magic,Washington Wizards,Washington Wizards,Orlando Magic,0.9882787279646874
Atlanta Hawks,Memphis Grizzlies,Memphis Grizzlies,Atlanta Hawks,0.9349924198382782
Miami Heat,Los Angeles Lakers,Los Angeles Lakers,Miami Heat,0.9889925832309509
Toronto Raptors,Chicago Bulls,Toronto Raptors,Chicago Bulls,0.7435093738928077
Oklahoma City Thunder,Cleveland Cavaliers,Cleveland Cavaliers,Oklahoma City Thunder,0.9916727859035794
Dallas Mavericks,Milwaukee Bucks,Milwaukee Bucks,Dallas Mavericks,0.9241467039794752
Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,Phoenix Suns,0.9827024234482433
Sacramento Kings,Detroit Pistons,Detroit Pistons,Sacramento Kings,0.8797530491405202
Utah Jazz,Portland Trail Blazers,Utah Jazz,Portland Trail Blazers,0.9923066836276843
Milwaukee Bucks,Charlotte Hornets,Charlotte Hornets,Milwaukee Bucks,0.8449511772609646
Golden State Warriors,Washington Wizards,Washington Wizards,Golden State Warriors,0.8555001025176747
Los Angeles Clippers,Houston Rockets,Los Angeles Clippers,Houston Rockets,0.9105956201427109
Denver Nuggets,San Antonio Spurs,Denver Nuggets,San Antonio Spurs,0.9319608104286973
Boston Celtics,Minnesota Timberwolves,Minnesota Timberwolves,Boston Celtics,0.5943864742417506
Atlanta Hawks,Chicago Bulls,Chicago Bulls,Atlanta Hawks,0.7257212730256725
Orlando Magic,Indiana Pacers,Indiana Pacers,Orlando Magic,0.8644082452929308
New Orleans Pelicans,Philadelphia 76ers,Philadelphia 76ers,New Orleans Pelicans,0.9991338968151446
New York Knicks,Memphis Grizzlies,Memphis Grizzlies,New York Knicks,0.5993615015197943
Cleveland Cavaliers,Toronto Raptors,Toronto Raptors,Cleveland Cavaliers,0.6992007698315168
Brooklyn Nets,Los Angeles Lakers,Los Angeles Lakers,Brooklyn Nets,0.9565008593819886
Oklahoma City Thunder,Philadelphia 76ers,Philadelphia 76ers,Oklahoma City Thunder,0.9985318623891315
Utah Jazz,Sacramento Kings,Utah Jazz,Sacramento Kings,0.6646134100783146
Golden State Warriors,Houston Rockets,Houston Rockets,Golden State Warriors,0.6355433975260911
Phoenix Suns,Washington Wizards,Phoenix Suns,Washington Wizards,0.6344638925299464
Portland Trail Blazers,Detroit Pistons,Portland Trail Blazers,Detroit Pistons,0.9569626938680144
Minnesota Timberwolves,Chicago Bulls,Chicago Bulls,Minnesota Timberwolves,0.9411459764723137
Portland Trail Blazers,Miami Heat,Portland Trail Blazers,Miami Heat,0.5987651800107469
Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,Detroit Pistons,0.9888045712836137
New York Knicks,Toronto Raptors,New York Knicks,Toronto Raptors,0.9919597210180264
Memphis Grizzlies,Indiana Pacers,Indiana Pacers,Memphis Grizzlies,0.8929997557953389
Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,San Antonio Spurs,0.9442795385857817
Orlando Magic,Milwaukee Bucks,Milwaukee Bucks,Orlando Magic,0.9955599750609407
Cleveland Cavaliers,New Orleans Pelicans,New Orleans Pelicans,Cleveland Cavaliers,0.9997492917473343
Denver Nuggets,Boston Celtics,Denver Nuggets,Boston Celtics,0.5304260322458608
Charlotte Hornets,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,0.8828597998492311
Dallas Mavericks,Philadelphia 76ers,Philadelphia 76ers,Dallas Mavericks,0.7775258286127312
New York Knicks,Los Angeles Lakers,Los Angeles Lakers,New York Knicks,0.6940797168793997
Orlando Magic,San Antonio Spurs,San Antonio Spurs,Orlando Magic,0.5307984494451862
Memphis Grizzlies,Chicago Bulls,Chicago Bulls,Memphis Grizzlies,0.9472941336230749
New Orleans Pelicans,Sacramento Kings,Sacramento Kings,New Orleans Pelicans,0.9997086846472724
Utah Jazz,Washington Wizards,Utah Jazz,Washington Wizards,0.8529951240877297
Golden State Warriors,Denver Nuggets,Denver Nuggets,Golden State Warriors,0.6474071177865764
Phoenix Suns,Houston Rockets,Phoenix Suns,Houston Rockets,0.8898074973642904
Phoenix Suns,Miami Heat,Phoenix Suns,Miami Heat,0.7515056721334783
Utah Jazz,Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,0.9651114306654847
Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,Boston Celtics,0.8107338340249556
Charlotte Hornets,Los Angeles Lakers,Los Angeles Lakers,Charlotte Hornets,0.9798478115426328
Indiana Pacers,Los Angeles Clippers,Indiana Pacers,Los Angeles Clippers,0.9663467598020173
Toronto Raptors,Atlanta Hawks,Toronto Raptors,Atlanta Hawks,0.7361454720207772
Minnesota Timberwolves,Brooklyn Nets,Brooklyn Nets,Minnesota Timberwolves,0.9949290595533469
Minnesota Timberwolves,Milwaukee Bucks,Milwaukee Bucks,Minnesota Timberwolves,0.9961928683386616
Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,Charlotte Hornets,0.8463178328723747
Philadelphia 76ers,Brooklyn Nets,Brooklyn Nets,Philadelphia 76ers,0.8940855047232007
Toronto Raptors,San Antonio Spurs,Toronto Raptors,San Antonio Spurs,0.9845742870690234
Chicago Bulls,Orlando Magic,Chicago Bulls,Orlando Magic,0.8641729290306384
New Orleans Pelicans,New York Knicks,New York Knicks,New Orleans Pelicans,0.9364859382401257
Houston Rockets,Indiana Pacers,Indiana Pacers,Houston Rockets,0.8949488088814689
Oklahoma City Thunder,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,0.9951873279244414
Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,Memphis Grizzlies,0.8623889591504106
Denver Nuggets,Miami Heat,Miami Heat,Denver Nuggets,0.7750608703026863
Sacramento Kings,Washington Wizards,Washington Wizards,Sacramento Kings,0.9968601382512686
Detroit Pistons,Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,0.8243870128327221
Phoenix Suns,Sacramento Kings,Sacramento Kings,Phoenix Suns,0.6587014316993396
Los Angeles Lakers,Boston Celtics,Boston Celtics,Los Angeles Lakers,0.685619783364579
Cleveland Cavaliers,Golden State Warriors,Golden State Warriors,Cleveland Cavaliers,0.9837893387267481
Atlanta Hawks,Milwaukee Bucks,Milwaukee Bucks,Atlanta Hawks,0.9591288351199535
Utah Jazz,Indiana Pacers,Utah Jazz,Indiana Pacers,0.9918319140663007
Detroit Pistons,Oklahoma City Thunder,Oklahoma City Thunder,Detroit Pistons,0.7367418378421695
Philadelphia 76ers,Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,0.8850013074959009
Washington Wizards,New Orleans Pelicans,New Orleans Pelicans,Washington Wizards,0.99937309388358
Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,0.5104809786861068
Toronto Raptors,Orlando Magic,Toronto Raptors,Orlando Magic,0.9864113920767407
Chicago Bulls,Memphis Grizzlies,Memphis Grizzlies,Chicago Bulls,0.961249010611501
Houston Rockets,Denver Nuggets,Denver Nuggets,Houston Rockets,0.9822726099618017
Minnesota Timberwolves,Miami Heat,Miami Heat,Minnesota Timberwolves,0.9732150421126207
San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,Portland Trail Blazers,0.947936272510383
Dallas Mavericks,New York Knicks,Dallas Mavericks,New York Knicks,0.9631841821334445
Phoenix Suns,San Antonio Spurs,Phoenix Suns,San Antonio Spurs,0.989811624201756
Milwaukee Bucks,Memphis Grizzlies,Memphis Grizzlies,Milwaukee Bucks,0.9849493243878702
Boston Celtics,Golden State Warriors,Golden State Warriors,Boston Celtics,0.5459046878803546
Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Chicago Bulls,0.7574939171806929
Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,Utah Jazz,0.8523222206431424
Washington Wizards,Detroit Pistons,Detroit Pistons,Washington Wizards,0.8074729039855869
Atlanta Hawks,Indiana Pacers,Atlanta Hawks,Indiana Pacers,0.5635306619602621
New York Knicks,New Orleans Pelicans,New Orleans Pelicans,New York Knicks,0.9293550534210142
Miami Heat,Brooklyn Nets,Brooklyn Nets,Miami Heat,0.9658021510982968
Charlotte Hornets,Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,0.6311117667555904
Orlando Magic,Houston Rockets,Houston Rockets,Orlando Magic,0.9537734270304208
Toronto Raptors,Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,0.8599598232497934
Dallas Mavericks,Sacramento Kings,Sacramento Kings,Dallas Mavericks,0.896616711433716
Los Angeles Clippers,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,0.8229618245437244
Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,Utah Jazz,0.8351300358693342
Denver Nuggets,Memphis Grizzlies,Memphis Grizzlies,Denver Nuggets,0.8802813691206126
Washington Wizards,Oklahoma City Thunder,Oklahoma City Thunder,Washington Wizards,0.9573621330284003
Milwaukee Bucks,Phoenix Suns,Phoenix Suns,Milwaukee Bucks,0.7344323447968888
Miami Heat,Houston Rockets,Houston Rockets,Miami Heat,0.8440337435261963
Indiana Pacers,San Antonio Spurs,Indiana Pacers,San Antonio Spurs,0.9479399776371988
Philadelphia 76ers,Golden State Warriors,Philadelphia 76ers,Golden State Warriors,0.6780418636888838
Boston Celtics,Chicago Bulls,Chicago Bulls,Boston Celtics,0.677323883620399
Detroit Pistons,Cleveland Cavaliers,Cleveland Cavaliers,Detroit Pistons,0.6506634946299135
Atlanta Hawks,Orlando Magic,Atlanta Hawks,Orlando Magic,0.8659527930341213
New Orleans Pelicans,Brooklyn Nets,Brooklyn Nets,New Orleans Pelicans,0.9990579199627482
New York Knicks,Charlotte Hornets,New York Knicks,Charlotte Hornets,0.8777324790006713
Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,0.9566546737953571
Sacramento Kings,Minnesota Timberwolves,Minnesota Timberwolves,Sacramento Kings,0.9909255342476951
Sacramento Kings,Minnesota Timberwolves,Minnesota Timberwolves,Sacramento Kings,0.9890323024469432
Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies,0.7209698639306145
San Antonio Spurs,Miami Heat,Miami Heat,San Antonio Spurs,0.6832606422409662
Dallas Mavericks,Detroit Pistons,Dallas Mavericks,Detroit Pistons,0.8234647902838135
New York Knicks,Atlanta Hawks,New York Knicks,Atlanta Hawks,0.8011852496117038
Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,Denver Nuggets,0.5919464634555882
Washington Wizards,Golden State Warriors,Golden State Warriors,Washington Wizards,0.9454286151628585
Toronto Raptors,Brooklyn Nets,Toronto Raptors,Brooklyn Nets,0.5910572073102593
Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,0.8432573738639693
Indiana Pacers,Oklahoma City Thunder,Indiana Pacers,Oklahoma City Thunder,0.7276711008932023
Houston Rockets,Utah Jazz,Utah Jazz,Houston Rockets,0.7592898203245824
Cleveland Cavaliers,Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,0.9739223740090177
Chicago Bulls,Charlotte Hornets,Charlotte Hornets,Chicago Bulls,0.6492501000207245
San Antonio Spurs,Detroit Pistons,San Antonio Spurs,Detroit Pistons,0.793451806978276
Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,Dallas Mavericks,0.8758648191933248
Milwaukee Bucks,Philadelphia 76ers,Philadelphia 76ers,Milwaukee Bucks,0.9632478311008196
Boston Celtics,Phoenix Suns,Boston Celtics,Phoenix Suns,0.5841378899214429
